Client,Recency,Frequency,Revenue,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
Timothy Cohen,218,2,50,2,0,0,2,Low-Value
Timothy Macias,218,3,44,2,0,0,2,Low-Value
Natalie Gonzalez MD,218,2,12,2,0,0,2,Low-Value
Kathleen Estrada,50,7,2207,2,0,0,2,Low-Value
Kristy Jordan,174,25,2901,2,0,0,2,Low-Value
Michael Reed,217,7,838,2,0,0,2,Low-Value
Teresa Chang,217,5,2031,2,0,0,2,Low-Value
Haley Crawford,125,2,300,2,0,0,2,Low-Value
George Melton,217,1,11,2,0,0,2,Low-Value
Brian Holloway,217,23,488,2,0,0,2,Low-Value
Ashley Jordan,217,6,158,2,0,0,2,Low-Value
Stephanie Thomas,217,1,38,2,0,0,2,Low-Value
Suzanne Walker,217,1,297,2,0,0,2,Low-Value
Pedro Davis,217,6,357,2,0,0,2,Low-Value
Peter Harris,217,7,1589,2,0,0,2,Low-Value
Megan Houston,217,6,198,2,0,0,2,Low-Value
William Molina,46,5,845,2,0,0,2,Low-Value
Ross Davidson,217,1,10,2,0,0,2,Low-Value
Brett Garner,217,2,62,2,0,0,2,Low-Value
Kenneth Cardenas,217,5,97,2,0,0,2,Low-Value
Tracy Kelly,217,35,416,2,0,0,2,Low-Value
Christina Torres,217,5,36,2,0,0,2,Low-Value
Jessica Frederick,67,25,430,2,0,0,2,Low-Value
Stephanie Weiss,217,1,653,2,0,0,2,Low-Value
Cory Wheeler,217,1,11,2,0,0,2,Low-Value
Richard Morrow,217,8,412,2,0,0,2,Low-Value
Micheal Costa,216,8,94,2,0,0,2,Low-Value
Yvonne Shea,216,4,17,2,0,0,2,Low-Value
Miss Brandy Berry,216,1,306,2,0,0,2,Low-Value
Sheila Ward,126,14,1878,2,0,0,2,Low-Value
Andrea Smith,216,8,2133,2,0,0,2,Low-Value
Jodi Davis,216,1,225,2,0,0,2,Low-Value
Matthew Hess,216,1,464,2,0,0,2,Low-Value
Victor Richards,216,1,4,2,0,0,2,Low-Value
Eric Scott,216,5,156,2,0,0,2,Low-Value
Craig Hill,216,2,56,2,0,0,2,Low-Value
Cory Baxter,214,1,324,2,0,0,2,Low-Value
Timothy Hernandez,214,1,324,2,0,0,2,Low-Value
Aaron Holt,213,8,4506,2,0,0,2,Low-Value
Ashley Thompson,214,3,235,2,0,0,2,Low-Value
David Torres,213,2,78,2,0,0,2,Low-Value
Samantha Rowe,214,2,243,2,0,0,2,Low-Value
Mark Wu,214,2,376,2,0,0,2,Low-Value
Alan Drake,214,1,210,2,0,0,2,Low-Value
Devon Chavez,214,3,37,2,0,0,2,Low-Value
Earl Lewis,214,2,8,2,0,0,2,Low-Value
Martin Taylor,214,2,422,2,0,0,2,Low-Value
Kara Calderon,214,1,34,2,0,0,2,Low-Value
Jesse Morris,214,1,270,2,0,0,2,Low-Value
Steve Walton,214,2,52,2,0,0,2,Low-Value
Gary Lopez,213,4,40,2,0,0,2,Low-Value
Christopher Parker,214,2,82,2,0,0,2,Low-Value
Leslie Lewis,214,1,216,2,0,0,2,Low-Value
Adam Vazquez,214,1,4,2,0,0,2,Low-Value
Sara Dominguez,200,3,23,2,0,0,2,Low-Value
Connor Cuevas,214,1,689,2,0,0,2,Low-Value
Andrew Bryant,214,1,17,2,0,0,2,Low-Value
Stephanie Cameron,214,2,36,2,0,0,2,Low-Value
Katherine Orr,214,1,84,2,0,0,2,Low-Value
Jose Hernandez,167,5,50,2,0,0,2,Low-Value
James Yates,214,5,51,2,0,0,2,Low-Value
Martin Gamble,214,1,99,2,0,0,2,Low-Value
Kathryn Carter,214,3,34,2,0,0,2,Low-Value
Carrie Vazquez,214,2,25,2,0,0,2,Low-Value
Patricia Lutz,71,8,552,2,0,0,2,Low-Value
Virginia Zamora,213,4,76,2,0,0,2,Low-Value
Timothy Mora,213,1,252,2,0,0,2,Low-Value
Carla Anderson,213,1,66,2,0,0,2,Low-Value
Denise Johnson,179,3,699,2,0,0,2,Low-Value
Anne Smith,213,2,235,2,0,0,2,Low-Value
Rachel Gonzalez,213,3,22,2,0,0,2,Low-Value
Caleb Oliver,213,1,140,2,0,0,2,Low-Value
Christopher Burns,213,2,298,2,0,0,2,Low-Value
Matthew French,213,1,180,2,0,0,2,Low-Value
Craig George,213,1,9,2,0,0,2,Low-Value
James White,213,1,302,2,0,0,2,Low-Value
Samantha Davidson,213,1,757,2,0,0,2,Low-Value
Franklin Hammond,213,1,486,2,0,0,2,Low-Value
Brittany Davidson,123,43,439,2,0,0,2,Low-Value
Keith Edwards,213,2,68,2,0,0,2,Low-Value
Andrew Greer,212,1,68,2,0,0,2,Low-Value
Alicia Boyd,120,13,5459,2,0,0,2,Low-Value
Elizabeth Hill,212,3,124,2,0,0,2,Low-Value
Anthony Brown,160,7,63,2,0,0,2,Low-Value
Johnny Martin,192,5,1120,2,0,0,2,Low-Value
Rebecca Carlson,212,1,10,2,0,0,2,Low-Value
Diana Rodriguez,212,3,306,2,0,0,2,Low-Value
Kelly Wells,212,3,53,2,0,0,2,Low-Value
Jeanette Hamilton,211,6,97,2,0,0,2,Low-Value
Kelly Mcdonald,212,3,104,2,0,0,2,Low-Value
Megan Baird,212,1,541,2,0,0,2,Low-Value
Rhonda Alvarez,212,1,36,2,0,0,2,Low-Value
Brandon Campbell,212,3,361,2,0,0,2,Low-Value
Mr. Richard Washington,150,8,185,2,0,0,2,Low-Value
Willie King,212,5,91,2,0,0,2,Low-Value
Kimberly Lucas,212,1,248,2,0,0,2,Low-Value
Sarah Moore PhD,207,25,384,2,0,0,2,Low-Value
George Smith,212,1,298,2,0,0,2,Low-Value
Latoya Lopez,212,6,394,2,0,0,2,Low-Value
Martin Kim,212,4,1564,2,0,0,2,Low-Value
Laura Buchanan,212,1,26,2,0,0,2,Low-Value
Noah Ruiz,126,45,2716,2,0,0,2,Low-Value
Gregory Boyd,211,2,25,2,0,0,2,Low-Value
Ryan Rose,211,1,306,2,0,0,2,Low-Value
Nicholas Johnson,211,3,98,2,0,0,2,Low-Value
Levi Simpson,123,5,2303,2,0,0,2,Low-Value
David George,211,3,81,2,0,0,2,Low-Value
Louis Santiago,70,5,500,2,0,0,2,Low-Value
Michele Clark,211,1,72,2,0,0,2,Low-Value
Susan Weber,210,2,28,2,0,0,2,Low-Value
Margaret Fox,211,1,4,2,0,0,2,Low-Value
Jennifer Bartlett,211,4,557,2,0,0,2,Low-Value
Jennifer Jenkins,211,3,828,2,0,0,2,Low-Value
Joel Mccarty,211,2,533,2,0,0,2,Low-Value
Bradley White,211,1,14,2,0,0,2,Low-Value
Mark Patel,210,1,335,2,0,0,2,Low-Value
Alexander Smith,210,1,162,2,0,0,2,Low-Value
Jeremy Baldwin,210,8,190,2,0,0,2,Low-Value
Christian Weber,45,12,230,2,0,0,2,Low-Value
Megan Macias,210,1,1261,2,0,0,2,Low-Value
Mike Delgado,144,5,667,2,0,0,2,Low-Value
Shannon Nelson,210,1,21,2,0,0,2,Low-Value
Justin Sharp,210,1,10,2,0,0,2,Low-Value
Rita Reid,210,2,93,2,0,0,2,Low-Value
Meghan Nelson,210,3,123,2,0,0,2,Low-Value
Destiny Thompson,210,1,81,2,0,0,2,Low-Value
Sarah Schwartz,210,1,12,2,0,0,2,Low-Value
Kaitlin Lee,210,1,14,2,0,0,2,Low-Value
Tina Beasley,210,1,189,2,0,0,2,Low-Value
Emily Henry,210,1,554,2,0,0,2,Low-Value
Kelsey Wilson,210,4,134,2,0,0,2,Low-Value
Daniel Black,210,1,495,2,0,0,2,Low-Value
Bruce Carpenter,210,2,19,2,0,0,2,Low-Value
Jacob Anderson,210,5,765,2,0,0,2,Low-Value
Steven Stephens,210,1,32,2,0,0,2,Low-Value
Karla Hamilton,210,1,28,2,0,0,2,Low-Value
Meghan Moyer,207,3,54,2,0,0,2,Low-Value
Austin Lowe,209,2,23,2,0,0,2,Low-Value
Darryl Barnes,209,1,8,2,0,0,2,Low-Value
Leah Wright,209,6,1436,2,0,0,2,Low-Value
Misty Mercer MD,203,9,51.6,2,0,0,2,Low-Value
Lisa Fisher,206,2,26,2,0,0,2,Low-Value
Chris Reynolds,209,2,180,2,0,0,2,Low-Value
Becky Carpenter,209,6,215,2,0,0,2,Low-Value
Sarah Dawson,209,1,144,2,0,0,2,Low-Value
Emily Edwards,209,3,98,2,0,0,2,Low-Value
Rickey Melendez,209,1,10,2,0,0,2,Low-Value
Linda Sullivan,163,5,453,2,0,0,2,Low-Value
Melissa Lewis,209,1,721,2,0,0,2,Low-Value
Brian Fox,209,2,49,2,0,0,2,Low-Value
Karen Lewis,209,7,121,2,0,0,2,Low-Value
Vanessa Rivera,207,1,16,2,0,0,2,Low-Value
Paul Herman,207,1,35,2,0,0,2,Low-Value
Kimberly Lee,207,2,69,2,0,0,2,Low-Value
Sheila Hale,207,1,35,2,0,0,2,Low-Value
Barry Thompson,203,9,408,2,0,0,2,Low-Value
Anna Scott,56,3,11,2,0,0,2,Low-Value
Jeffery Hill,207,1,57,2,0,0,2,Low-Value
Terri Montoya,207,1,200,2,0,0,2,Low-Value
Douglas Williams,111,2,146,2,0,0,2,Low-Value
Robin Wallace,207,4,694,2,0,0,2,Low-Value
Morgan Williams,207,1,203,2,0,0,2,Low-Value
Sean Blake,200,5,432,2,0,0,2,Low-Value
Cameron Sellers,123,3,973,2,0,0,2,Low-Value
Robert Huffman,207,5,586,2,0,0,2,Low-Value
Jessica Lopez,207,3,25,2,0,0,2,Low-Value
Brittany Mora,207,1,8,2,0,0,2,Low-Value
Madeline Graves,207,1,6,2,0,0,2,Low-Value
Justin Mccall,207,1,16,2,0,0,2,Low-Value
Lisa Rice,207,1,324,2,0,0,2,Low-Value
Sierra Bell,207,1,252,2,0,0,2,Low-Value
Johnathan Garner,207,1,1010,2,0,0,2,Low-Value
Christopher Heath,137,4,2364,2,0,0,2,Low-Value
Sherry Morgan,163,2,27,2,0,0,2,Low-Value
Stephen Esparza,198,6,24,2,0,0,2,Low-Value
Karen Murphy,206,1,2542,2,0,0,2,Low-Value
Susan Mitchell,206,1,198,2,0,0,2,Low-Value
Donald Poole,204,4,42,2,0,0,2,Low-Value
Richard Douglas,199,11,194,2,0,0,2,Low-Value
Felicia Smith,206,1,36,2,0,0,2,Low-Value
Kimberly Cruz,206,6,27,2,0,0,2,Low-Value
Alicia Ramirez,191,4,14,2,0,0,2,Low-Value
Lori Mercer,206,1,7,2,0,0,2,Low-Value
Michael Vasquez,161,7,287,2,0,0,2,Low-Value
Christine Gomez,191,31,1171,2,0,0,2,Low-Value
Scott Wells,206,9,271,2,0,0,2,Low-Value
Scott Rogers,206,1,44,2,0,0,2,Low-Value
Kyle Edwards,206,1,22,2,0,0,2,Low-Value
Terri Cunningham,206,1,276,2,0,0,2,Low-Value
Margaret Chang,205,3,79,2,0,0,2,Low-Value
Larry Cortez,205,4,53,2,0,0,2,Low-Value
Sabrina Ponce,203,3,183,2,0,0,2,Low-Value
Savannah Higgins,205,1,117,2,0,0,2,Low-Value
Kevin King,205,4,18,2,0,0,2,Low-Value
Cheryl Davis,205,1,17,2,0,0,2,Low-Value
Emily Hawkins,205,1,126,2,0,0,2,Low-Value
Sean Morris,205,2,630,2,0,0,2,Low-Value
Andrea Duncan DDS,205,1,14,2,0,0,2,Low-Value
Angela White,205,2,559,2,0,0,2,Low-Value
Tammy West,205,1,23,2,0,0,2,Low-Value
Tammy Perez,203,25,248,2,0,0,2,Low-Value
Katherine Bolton,205,2,24,2,0,0,2,Low-Value
Amanda Hernandez,51,3,374,2,0,0,2,Low-Value
Gregg Stewart,205,4,471,2,0,0,2,Low-Value
Jose Adkins,204,4,511,2,0,0,2,Low-Value
Andrea Watts,80,5,76,2,0,0,2,Low-Value
Mary Martinez,205,1,34,2,0,0,2,Low-Value
David Floyd,205,1,146,2,0,0,2,Low-Value
Colleen Cohen,126,9,162,2,0,0,2,Low-Value
Raymond Williams,205,1,6,2,0,0,2,Low-Value
Nicole Bird,197,4,93,2,0,0,2,Low-Value
Nathan Kennedy,205,1,648,2,0,0,2,Low-Value
Douglas Walker,205,1,38,2,0,0,2,Low-Value
Daniel Kim,205,2,28,2,0,0,2,Low-Value
Jared Hill,205,2,135,2,0,0,2,Low-Value
Nicholas Morales,205,9,37,2,0,0,2,Low-Value
Tracy Ellison,205,1,311,2,0,0,2,Low-Value
Mrs. Sandra Irwin DVM,178,5,745,2,0,0,2,Low-Value
Brandon Payne,204,1,45,2,0,0,2,Low-Value
Veronica White,204,6,195,2,0,0,2,Low-Value
Kimberly Lester,204,11,65,2,0,0,2,Low-Value
Marissa Cordova,190,4,1709,2,0,0,2,Low-Value
Natalie Kim,204,1,53,2,0,0,2,Low-Value
Elizabeth Thomas,204,1,140,2,0,0,2,Low-Value
Jonathan Wilkins,204,1,82,2,0,0,2,Low-Value
Denise Hubbard,204,2,31,2,0,0,2,Low-Value
Hailey Bonilla,204,2,28,2,0,0,2,Low-Value
Frank Gross,64,12,535,2,0,0,2,Low-Value
Kathryn Durham,204,1,509,2,0,0,2,Low-Value
Loretta Harris,203,1,56,2,0,0,2,Low-Value
Austin Castro,203,2,22,2,0,0,2,Low-Value
Andrew Long,203,1,6,2,0,0,2,Low-Value
Melissa Perry,188,7,246,2,0,0,2,Low-Value
Barbara Duncan,203,1,36,2,0,0,2,Low-Value
Kelly Hansen,203,3,49,2,0,0,2,Low-Value
Tina Vargas DDS,203,2,255,2,0,0,2,Low-Value
Anthony Olsen,203,1,54,2,0,0,2,Low-Value
Reginald Farley MD,203,1,33,2,0,0,2,Low-Value
Dale Boyd,161,6,845,2,0,0,2,Low-Value
Kayla Rodgers,203,1,57,2,0,0,2,Low-Value
Henry Mclean,203,1,24,2,0,0,2,Low-Value
Susan Phillips,53,125,4474,2,0,0,2,Low-Value
Stephanie Rodriguez,203,1,293,2,0,0,2,Low-Value
Craig Smith,203,1,20,2,0,0,2,Low-Value
Craig Tate,112,24,3450,2,0,0,2,Low-Value
Abigail Johnson,202,1,405,2,0,0,2,Low-Value
Chase Gomez,202,3,87,2,0,0,2,Low-Value
David Hendrix,197,2,464,2,0,0,2,Low-Value
Pamela Wright,142,29,798,2,0,0,2,Low-Value
Mallory Vasquez,202,1,27,2,0,0,2,Low-Value
Michael Wilkinson,70,12,29,2,0,0,2,Low-Value
Cynthia Duran,202,2,99,2,0,0,2,Low-Value
Dominique Collins,202,1,51,2,0,0,2,Low-Value
Jeffrey Chavez,202,1,86,2,0,0,2,Low-Value
Linda Mcmahon,196,4,822,2,0,0,2,Low-Value
Justin Wells,202,10,90,2,0,0,2,Low-Value
Joseph Miller,136,8,1757,2,0,0,2,Low-Value
Denise Anderson,200,2,218,2,0,0,2,Low-Value
Kimberly Peterson,200,1,110,2,0,0,2,Low-Value
Kevin Leblanc,200,1,9,2,0,0,2,Low-Value
Kristina Johnson,200,1,6,2,0,0,2,Low-Value
Tonya Adams,200,1,56,2,0,0,2,Low-Value
Maria Gordon,200,2,36,2,0,0,2,Low-Value
Andrew Tran,99,24,2767,2,0,0,2,Low-Value
Kevin Bruce,200,2,18,2,0,0,2,Low-Value
Martin Bentley,200,3,54,2,0,0,2,Low-Value
April Walker,200,3,513,2,0,0,2,Low-Value
Kimberly Carr,168,5,1133,2,0,0,2,Low-Value
Kayla Pitts,199,3,591,2,0,0,2,Low-Value
Ashley Kline MD,200,1,80,2,0,0,2,Low-Value
Stephanie Forbes,135,15,56.2,2,0,0,2,Low-Value
Ethan Williams,200,2,28,2,0,0,2,Low-Value
James Nguyen,200,1,35,2,0,0,2,Low-Value
Misty Martin,163,11,324,2,0,0,2,Low-Value
Patricia Jacobs,66,43,1173,2,0,0,2,Low-Value
Ashley Alvarez,200,1,6,2,0,0,2,Low-Value
Stephanie Robinson,200,1,126,2,0,0,2,Low-Value
Jim Stewart,200,5,954,2,0,0,2,Low-Value
Crystal Kennedy,200,1,14,2,0,0,2,Low-Value
Joshua Sullivan,141,31,543,2,0,0,2,Low-Value
Dawn Castillo,200,1,324,2,0,0,2,Low-Value
Michael Jensen,200,1,28,2,0,0,2,Low-Value
Jermaine Williams,199,1,12,2,0,0,2,Low-Value
Alexander Jones,199,1,703,2,0,0,2,Low-Value
Anna Nguyen,199,2,2570,2,0,0,2,Low-Value
Ronald Andrade,162,3,109,2,0,0,2,Low-Value
Richard Mendoza,199,1,252,2,0,0,2,Low-Value
Andrew Ward,199,1,338,2,0,0,2,Low-Value
Nathaniel Davis,198,9,116,2,0,0,2,Low-Value
Larry Carey,199,20,495,2,0,0,2,Low-Value
Jared Garza,199,3,69,2,0,0,2,Low-Value
Mark Ali,192,9,842,2,0,0,2,Low-Value
Barry Trujillo,100,3,122,2,0,0,2,Low-Value
Dana Lee,199,5,541,2,0,0,2,Low-Value
Brandon Gross,199,1,6,2,0,0,2,Low-Value
Kathleen Singh,199,3,43,2,0,0,2,Low-Value
Natalie Contreras,199,1,275,2,0,0,2,Low-Value
Laura Gonzalez,199,5,232,2,0,0,2,Low-Value
David Vance,65,40,1223.5,2,0,0,2,Low-Value
April Smith,198,1,541,2,0,0,2,Low-Value
Laurie Rich,198,22,1533,2,0,0,2,Low-Value
Nicholas Brooks,197,11,211,2,0,0,2,Low-Value
Alex Chapman,198,2,292,2,0,0,2,Low-Value
Ronnie Tate,168,5,47,2,0,0,2,Low-Value
Linda Glover,156,13,127,2,0,0,2,Low-Value
Jason Alvarado,197,26,1994,2,0,0,2,Low-Value
Joseph Campbell,129,23,2196,2,0,0,2,Low-Value
Kelly Jones,198,6,411,2,0,0,2,Low-Value
Juan Bullock,77,94,5055,2,0,0,2,Low-Value
Marisa Murillo,198,2,83,2,0,0,2,Low-Value
Nicholas Reid,196,3,324,2,0,0,2,Low-Value
Hector Brewer,191,3,482,2,0,0,2,Low-Value
Adam Lester,198,4,3964,2,0,0,2,Low-Value
Melissa Lester,198,3,194,2,0,0,2,Low-Value
James Adkins,198,1,324,2,0,0,2,Low-Value
Steven Burgess,198,2,617,2,0,0,2,Low-Value
Heather Camacho,198,2,130,2,0,0,2,Low-Value
Mary Schultz,198,2,331,2,0,0,2,Low-Value
Renee Brown,197,18,500,2,0,0,2,Low-Value
Brenda Nguyen,198,1,81,2,0,0,2,Low-Value
Vincent Smith,77,18,1904,2,0,0,2,Low-Value
Juan Peters,197,1,414,2,0,0,2,Low-Value
Anna Curry,197,1,40,2,0,0,2,Low-Value
Christina Ruiz,197,2,52,2,0,0,2,Low-Value
Heather Brown,197,3,104,2,0,0,2,Low-Value
Natasha Vasquez,52,30,2432,2,0,0,2,Low-Value
Noah Ingram,160,11,55.3,2,0,0,2,Low-Value
David Parrish,197,2,241,2,0,0,2,Low-Value
Charles Howell,197,1,252,2,0,0,2,Low-Value
Todd Kelly,197,3,39,2,0,0,2,Low-Value
Kristina Navarro,197,7,108,2,0,0,2,Low-Value
James Cannon,197,5,457,2,0,0,2,Low-Value
Clayton Johnson,126,12,1501,2,0,0,2,Low-Value
Sharon Phillips,197,3,90,2,0,0,2,Low-Value
Gabriella Oliver,127,8,1238,2,0,0,2,Low-Value
Stephanie Jones,197,1,23,2,0,0,2,Low-Value
Veronica Tran,186,3,478,2,0,0,2,Low-Value
Ronald Bates,197,8,1478,2,0,0,2,Low-Value
Jonathon Lee,190,6,774,2,0,0,2,Low-Value
Ricardo Hammond,44,63,114,2,0,0,2,Low-Value
Zachary Cain,196,3,289,2,0,0,2,Low-Value
Tracy Farmer DVM,196,2,234,2,0,0,2,Low-Value
Nicole Elliott,196,1,239,2,0,0,2,Low-Value
Zachary Boone,184,7,1041,2,0,0,2,Low-Value
Alexandra Kelley,196,2,286,2,0,0,2,Low-Value
Peter Kim,196,4,32,2,0,0,2,Low-Value
Bailey Ballard,196,24,393,2,0,0,2,Low-Value
Joseph Chapman,116,33,1671,2,0,0,2,Low-Value
Michelle Singh,196,4,2432,2,0,0,2,Low-Value
Michael Hunter,196,1,72,2,0,0,2,Low-Value
Michael Roberson,196,4,125,2,0,0,2,Low-Value
Jeffrey Yoder,149,2,1000,2,0,0,2,Low-Value
Craig Long,196,1,16,2,0,0,2,Low-Value
Christopher Rocha,179,2,648,2,0,0,2,Low-Value
John Andrews,196,1,36,2,0,0,2,Low-Value
Heather Mccarty,196,2,469,2,0,0,2,Low-Value
Kathleen Vega,196,1,154,2,0,0,2,Low-Value
Tiffany Hess,120,24,1311,2,0,0,2,Low-Value
Jeffrey Moore,192,4,42,2,0,0,2,Low-Value
Jerry Cook,196,7,569,2,0,0,2,Low-Value
Tanner Skinner,196,1,43,2,0,0,2,Low-Value
Erin Murray,196,2,68,2,0,0,2,Low-Value
Brian Porter,99,10,210,2,0,0,2,Low-Value
Eric Cantrell,192,1,6,2,0,0,2,Low-Value
Melissa Green,192,1,167,2,0,0,2,Low-Value
Andre Odonnell PhD,192,2,133,2,0,0,2,Low-Value
Jade Moore,192,1,216,2,0,0,2,Low-Value
Makayla Kelley,192,1,280,2,0,0,2,Low-Value
Scott Fischer,192,4,334,2,0,0,2,Low-Value
Julie Lawrence,192,3,61,2,0,0,2,Low-Value
Cynthia Gates,192,2,4184,2,0,0,2,Low-Value
Eric Anderson,192,1,360,2,0,0,2,Low-Value
Richard Williams,100,3,64,2,0,0,2,Low-Value
Michael Cummings,192,1,766,2,0,0,2,Low-Value
Ashley Lee,58,11,6515,2,0,0,2,Low-Value
Angela Walker,192,1,126,2,0,0,2,Low-Value
Michael Dominguez,192,1,42,2,0,0,2,Low-Value
Aaron Johnston,94,18,837,2,0,0,2,Low-Value
Gary Wilcox,192,1,15,2,0,0,2,Low-Value
Timothy Adams,192,2,24,2,0,0,2,Low-Value
Tommy Morrison,192,1,20,2,0,0,2,Low-Value
Tyler Garcia,192,1,53,2,0,0,2,Low-Value
Maria Massey,192,3,76,2,0,0,2,Low-Value
Rebecca Wyatt,192,2,768,2,0,0,2,Low-Value
Laura Martin,192,7,108,2,0,0,2,Low-Value
Anthony Thomas,191,1,24,2,0,0,2,Low-Value
Carolyn Melton,191,2,540,2,0,0,2,Low-Value
Daniel Watkins,191,2,519,2,0,0,2,Low-Value
Mariah Boyd,163,19,791,2,0,0,2,Low-Value
Mitchell Cardenas,191,1,7,2,0,0,2,Low-Value
Brian Wilson,191,13,436,2,0,0,2,Low-Value
Jennifer Waters,191,9,2815,2,0,0,2,Low-Value
Dean Reynolds,191,1,90,2,0,0,2,Low-Value
Deborah Ray,191,2,94,2,0,0,2,Low-Value
Molly Morales,191,6,432,2,0,0,2,Low-Value
Alex Burton,191,3,107,2,0,0,2,Low-Value
Jodi Whitney,191,4,380,2,0,0,2,Low-Value
Heather Butler,191,2,365,2,0,0,2,Low-Value
Karla Pollard,191,2,90,2,0,0,2,Low-Value
Stephen Howe,191,1,221,2,0,0,2,Low-Value
Kimberly Cooper,191,1,5,2,0,0,2,Low-Value
Andrea Garcia,65,2,1257,2,0,0,2,Low-Value
Alice Cole,120,9,446,2,0,0,2,Low-Value
Kirsten Guerrero,64,45,1381,2,0,0,2,Low-Value
Lauren Rich,190,1,360,2,0,0,2,Low-Value
Jill Henry,71,36,1660,2,0,0,2,Low-Value
Jennifer Reynolds,190,3,556,2,0,0,2,Low-Value
Robin Mendez,190,2,130,2,0,0,2,Low-Value
Laura Duran,190,1,100,2,0,0,2,Low-Value
Todd Wheeler,190,1,793,2,0,0,2,Low-Value
Jonathan Bell,126,7,77,2,0,0,2,Low-Value
Jessica Reed,190,2,148,2,0,0,2,Low-Value
Ashley Brandt,190,1,72,2,0,0,2,Low-Value
Jeffrey Campbell,190,1,20,2,0,0,2,Low-Value
Donald Dunn,190,5,512,2,0,0,2,Low-Value
Stephen Washington,190,2,193,2,0,0,2,Low-Value
Nicole Rangel,135,9,2636,2,0,0,2,Low-Value
Katherine Martinez,190,1,48,2,0,0,2,Low-Value
Arthur Gutierrez,190,2,521,2,0,0,2,Low-Value
Gregory Allen,134,2,513,2,0,0,2,Low-Value
Shaun Patterson,190,4,112,2,0,0,2,Low-Value
Anthony Watson,190,4,409,2,0,0,2,Low-Value
Danielle Holmes,190,1,7,2,0,0,2,Low-Value
Reginald Powers,190,1,568,2,0,0,2,Low-Value
Kimberly Williams,190,1,270,2,0,0,2,Low-Value
Mark Morgan,190,14,838,2,0,0,2,Low-Value
Stacy Norton,190,1,17,2,0,0,2,Low-Value
Claire Boyd,190,1,9,2,0,0,2,Low-Value
Jacqueline Martin,190,5,28,2,0,0,2,Low-Value
Jennifer Hunt,189,5,130,2,0,0,2,Low-Value
Matthew Stevens,113,3,381,2,0,0,2,Low-Value
Susan Robinson,189,2,21,2,0,0,2,Low-Value
Taylor Gomez,189,4,33,2,0,0,2,Low-Value
Eduardo Arellano,189,1,405,2,0,0,2,Low-Value
Kenneth Chang,189,1,14,2,0,0,2,Low-Value
Amanda Chen,163,3,351,2,0,0,2,Low-Value
Kristine Bullock,189,3,36,2,0,0,2,Low-Value
Karen Mercer,189,7,27,2,0,0,2,Low-Value
Steven Hanna,189,1,32,2,0,0,2,Low-Value
Kathy Smith,189,1,39,2,0,0,2,Low-Value
Nicholas Hamilton,189,1,4100,2,0,0,2,Low-Value
Angela Green,189,3,18,2,0,0,2,Low-Value
Derrick Andrade,189,1,5,2,0,0,2,Low-Value
Jessica Sanchez,189,2,30,2,0,0,2,Low-Value
Andrew Mora,188,1,0,2,0,0,2,Low-Value
Jason Hatfield,59,29,1920,2,0,0,2,Low-Value
Heather Byrd,188,1,320,2,0,0,2,Low-Value
Vincent Grant,188,2,358,2,0,0,2,Low-Value
James Lewis,130,4,1406,2,0,0,2,Low-Value
Christopher Juarez,188,2,40,2,0,0,2,Low-Value
Scott Thomas,188,2,268,2,0,0,2,Low-Value
Mariah Thomas,188,1,52,2,0,0,2,Low-Value
Teresa Cannon,163,47,1748,2,0,0,2,Low-Value
Allen Blair,59,2,30,2,0,0,2,Low-Value
Trevor Lam,186,1,9,2,0,0,2,Low-Value
Jonathan Lawson,186,1,45,2,0,0,2,Low-Value
Matthew Rodriguez,186,4,272,2,0,0,2,Low-Value
Elizabeth Rose,186,1,9,2,0,0,2,Low-Value
Jose Harris,186,2,40,2,0,0,2,Low-Value
Susan Reed,186,1,203,2,0,0,2,Low-Value
Amanda Costa,179,30,896,2,0,0,2,Low-Value
Jamie Mathews,172,2,75,2,0,0,2,Low-Value
Douglas Johnston,186,2,341,2,0,0,2,Low-Value
Jordan Sanchez,186,1,324,2,0,0,2,Low-Value
Ethan Patton,186,2,59,2,0,0,2,Low-Value
Ellen Becker,186,1,126,2,0,0,2,Low-Value
Gabriel Morgan,186,1,298,2,0,0,2,Low-Value
Rachel Keith,186,9,1930,2,0,0,2,Low-Value
Mary Cohen,186,1,110,2,0,0,2,Low-Value
Brittany Hardin,43,30,1831,2,0,0,2,Low-Value
James Harmon,185,2,341,2,0,0,2,Low-Value
Laura Maldonado,185,3,1080,2,0,0,2,Low-Value
Sophia Deleon,185,1,203,2,0,0,2,Low-Value
Mitchell Williams,162,2,0,2,0,0,2,Low-Value
Devin Mccormick,185,7,978,2,0,0,2,Low-Value
Joy Ellis,153,5,977,2,0,0,2,Low-Value
Alicia Baker,185,8,1665,2,0,0,2,Low-Value
Mrs. Carol Banks,185,3,683,2,0,0,2,Low-Value
Danielle Russell,176,2,35,2,0,0,2,Low-Value
Melinda Mccormick,179,4,179,2,0,0,2,Low-Value
Shannon Fritz,185,1,8,2,0,0,2,Low-Value
Matthew Perkins,185,2,13,2,0,0,2,Low-Value
Sandra Bell,185,11,98,2,0,0,2,Low-Value
Diana Howard,185,1,388,2,0,0,2,Low-Value
Erica Torres,185,3,242,2,0,0,2,Low-Value
Thomas Kaiser,185,1,550,2,0,0,2,Low-Value
Johnny Meyer,175,4,151,2,0,0,2,Low-Value
